venue_name,venue_type,category,city,state,pincode,website_url,owner_name,owner_email,owner_phone,cuisine,address,country,latitude,longitude,google_maps_url,price_range
the famous chourasiya dhaba& restaurant,Restaurant,Dhaba,Bhopal,Madhya Pradesh,462038,https://maps.app.goo.gl/uBhgSshnYe4fAvga8,,,7067669399,indian;chinese;fast_food;breakfast;asian,"the famous chourasiya dhaba& restaurant, 01, Bhopal Bypass, Arwaliya, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462038, India",India,23.3399151,77.399881,"https://www.google.com/maps?q=23.3399151,77.399881",Budget
the famous chourasiya dhaba restaurant,Restaurant,Dhaba,Bhopal,Madhya Pradesh,462038,,,,7067669399,indian;chinese;fast_food;dessert,"the famous chourasiya dhaba restaurant, 001, Bhopal Bypass, Lambakhera, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462038, India",India,23.3388666,77.400156,"https://www.google.com/maps?q=23.3388666,77.400156",Budget
Honey's Kitchen Official Bhopal,Restaurant,Restaurant,Bhopal,Madhya Pradesh,462003,https://www.instagram.com/honeys_kitchen_official/,,,+91-7587-511503,coffee_shop;sandwich;indian;ice_cream;dessert;chinese;momos,"Honey's Kitchen Official Bhopal, Shop no 9, Tarun Market 1250 Tulsi nagar., Main Road 1, Bheem Nagar, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462003, India",India,23.230231,77.4115543,"https://www.google.com/maps?q=23.230231,77.4115543",Budget
Kuldeep  Thakur Fast Food,Restaurant,Restaurant,Rehli,Madhya Pradesh,470227,,,,,multicuisine,"Kuldeep  Thakur Fast Food, K R, Rehli, Rehli Tahsil, Sagar, Madhya Pradesh, 470227, India",India,23.6360366,79.060013,"https://www.google.com/maps?q=23.6360366,79.060013",Budget
Shri Sairam Dhaba,Restaurant,Dhaba,Berkheri,Madhya Pradesh,470001,,,,,north_indian,"Shri Sairam Dhaba, NH44, Berkheri, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7707686,78.809171,"https://www.google.com/maps?q=23.7707686,78.809171",Budget
Ramkuti Dhaba,Restaurant,Dhaba,Berkheri,Madhya Pradesh,470001,,,,,north_indian,"Ramkuti Dhaba, NH44, Berkheri, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7698811,78.8090567,"https://www.google.com/maps?q=23.7698811,78.8090567",Budget
New Royal Family Bhojnalaya,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470001,,,,,multicuisine,"New Royal Family Bhojnalaya, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7501215,78.8080442,"https://www.google.com/maps?q=23.7501215,78.8080442",Budget
Rudraksh Dhaba and Resntorent,Restaurant,Dhaba,Berkheri,Madhya Pradesh,470001,,,,,north_indian,"Rudraksh Dhaba and Resntorent, NH44, Berkheri, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7591101,78.8090618,"https://www.google.com/maps?q=23.7591101,78.8090618",Budget
Ma Annpurdna Dahee Bada,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,multicuisine,"Ma Annpurdna Dahee Bada, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7408604,78.8081976,"https://www.google.com/maps?q=23.7408604,78.8081976",Budget
UtsavDhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"UtsavDhaba, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7235413,78.8088145,"https://www.google.com/maps?q=23.7235413,78.8088145",Budget
Bundeli Spice The Highway  Adda,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,multicuisine,"Bundeli Spice The Highway  Adda, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7312809,78.8081003,"https://www.google.com/maps?q=23.7312809,78.8081003",Budget
Raja Dhada,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,multicuisine,"Raja Dhada, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7372848,78.8079795,"https://www.google.com/maps?q=23.7372848,78.8079795",Budget
Sorabh Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Sorabh Dhaba, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7323554,78.8088287,"https://www.google.com/maps?q=23.7323554,78.8088287",Budget
Jai Tarang Dhaba & Family.......,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Jai Tarang Dhaba & Family......., NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.728838,78.8084062,"https://www.google.com/maps?q=23.728838,78.8084062",Budget
Highway Mini Nest,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,multicuisine,"Highway Mini Nest, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7264416,78.8086029,"https://www.google.com/maps?q=23.7264416,78.8086029",Budget
Rajesh Chicken Shop,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,fast_food,"Rajesh Chicken Shop, NH44, Bhilaiya, Raipura, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7147465,78.8104426,"https://www.google.com/maps?q=23.7147465,78.8104426",Budget
Mewat Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Mewat Dhaba, NH44, Bhilaiya, Raipura, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7154589,78.8111188,"https://www.google.com/maps?q=23.7154589,78.8111188",Budget
Rajasthani Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Rajasthani Dhaba, NH44, Bhilaiya, Raipura, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7166841,78.8109177,"https://www.google.com/maps?q=23.7166841,78.8109177",Budget
Panjabi Khnna Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Panjabi Khnna Dhaba, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7068652,78.8114429,"https://www.google.com/maps?q=23.7068652,78.8114429",Budget
Laal Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Laal Dhaba, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7075524,78.8112653,"https://www.google.com/maps?q=23.7075524,78.8112653",Budget
Mewat Hotal Gane,Restaurant,Restaurant,Chitaura,Madhya Pradesh,470221,,,,,multicuisine,"Mewat Hotal Gane, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7061471,78.8119792,"https://www.google.com/maps?q=23.7061471,78.8119792",Budget
Satkaar Dhaba And Hotel,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Satkaar Dhaba And Hotel, NH44, Bhilaiya, Samnapur, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.7008019,78.8121809,"https://www.google.com/maps?q=23.7008019,78.8121809",Budget
Khalsa Punjabi Dhaba,Restaurant,Dhaba,Chitaura,Madhya Pradesh,470221,,,,,north_indian,"Khalsa Punjabi Dhaba, NH44, Bhilaiya, Chitaura, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.6799598,78.8133451,"https://www.google.com/maps?q=23.6799598,78.8133451",Budget
Haryana Dhaba&Restaurant,Restaurant,Dhaba,Surkhi,Madhya Pradesh,470221,,,,,indian,"Haryana Dhaba&Restaurant, NH44, Surkhi, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.6227966,78.8383811,"https://www.google.com/maps?q=23.6227966,78.8383811",Budget
Nema Mishthan Bhandar,Restaurant,Restaurant,Surkhi,Madhya Pradesh,470221,,,,,sushi,"Nema Mishthan Bhandar, NH44, Bhilaiya, Surkhi, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.6321099,78.8324878,"https://www.google.com/maps?q=23.6321099,78.8324878",Budget
Anokha Pan Bhandar,Restaurant,Restaurant,Surkhi,Madhya Pradesh,470221,,,,,multicuisine,"Anokha Pan Bhandar, NH44, Bhilaiya, Surkhi, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.6329274,78.8321493,"https://www.google.com/maps?q=23.6329274,78.8321493",Budget
Sarpanch Dhaba Surkhi,Restaurant,Dhaba,Surkhi,Madhya Pradesh,470221,,,,,north_indian,"Sarpanch Dhaba Surkhi, NH44, Mirwasa, Surkhi, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.6046693,78.8488142,"https://www.google.com/maps?q=23.6046693,78.8488142",Budget
Guru Govind Singh Dhaba,Restaurant,Dhaba,Ramtek,Madhya Pradesh,470221,,,,,north_indian,"Guru Govind Singh Dhaba, NH44, Mirwasa, Ramtek, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.5894612,78.8652073,"https://www.google.com/maps?q=23.5894612,78.8652073",Budget
Guru Nanak Khalsa Punjabi Dhaba,Restaurant,Dhaba,Ramtek,Madhya Pradesh,470221,,,,,north_indian,"Guru Nanak Khalsa Punjabi Dhaba, NH44, Nandpur, Markhera, Ramtek, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.5880852,78.8672385,"https://www.google.com/maps?q=23.5880852,78.8672385",Budget
Akshay Kirana Ice Cream....,Restaurant,Restaurant,Ramtek,Madhya Pradesh,470221,,,,,multicuisine,"Akshay Kirana Ice Cream...., NH44, Mirwasa, Ramtek, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.5944463,78.8590396,"https://www.google.com/maps?q=23.5944463,78.8590396",Budget
Raja dhaba,Restaurant,Dhaba,Markhera,Madhya Pradesh,470223,,,,,north_indian,"Raja dhaba, NH44, Nandpur, Markhera, Sagar Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5859811,78.8697097,"https://www.google.com/maps?q=23.5859811,78.8697097",Budget
Asiam Singer Mewati Hotel,Restaurant,Hotel Restaurant,Ramtek,Madhya Pradesh,470221,,,,,multicuisine,"Asiam Singer Mewati Hotel, NH44, Mirwasa, Ramtek, Sagar Tahsil, Sagar, Madhya Pradesh, 470221, India",India,23.5923831,78.861099,"https://www.google.com/maps?q=23.5923831,78.861099",Budget
Guddu Dhava Dhava,Restaurant,Restaurant,Juab,Madhya Pradesh,470223,,,,,multicuisine,"Guddu Dhava Dhava, NH44, Ghosipatti, Gourjhamar, Juab, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5246421,78.9203608,"https://www.google.com/maps?q=23.5246421,78.9203608",Budget
MaAnnpurna bhojalay &dhaba,Restaurant,Dhaba,Juab,Madhya Pradesh,470223,,,,,north_indian,"MaAnnpurna bhojalay &dhaba, NH44, Ghosipatti, Gourjhamar, Juab, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5377489,78.911137,"https://www.google.com/maps?q=23.5377489,78.911137",Budget
Shiv Shambhu Anand Guddu Driver Dhaba,Restaurant,Dhaba,Juab,Madhya Pradesh,470223,,,,,north_indian,"Shiv Shambhu Anand Guddu Driver Dhaba, NH44, Ghosipatti, Gourjhamar, Juab, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5306529,78.9167197,"https://www.google.com/maps?q=23.5306529,78.9167197",Budget
Raja Dhaba,Restaurant,Dhaba,Juab,Madhya Pradesh,470223,,,,,north_indian,"Raja Dhaba, NH44, Ghosipatti, Sonpur, Juab, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5158876,78.9275289,"https://www.google.com/maps?q=23.5158876,78.9275289",Budget
Dewansh Hotel & Kirana,Restaurant,Hotel Restaurant,Kukwara,Madhya Pradesh,470223,,,,,multicuisine,"Dewansh Hotel & Kirana, SH30, Berkheri, Kukwara, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5117039,78.9329301,"https://www.google.com/maps?q=23.5117039,78.9329301",Budget
Arjun Krashi Sewa Kendr &Fast Food,Restaurant,Restaurant,Gaurjhamar,Madhya Pradesh,470223,,,,,multicuisine,"Arjun Krashi Sewa Kendr &Fast Food, MD1927, Gourjhamar, Gaurjhamar, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5236668,78.930733,"https://www.google.com/maps?q=23.5236668,78.930733",Budget
Saket Shrivastava,Restaurant,Restaurant,Gaurjhamar,Madhya Pradesh,470223,,,,,multicuisine,"Saket Shrivastava, MD1927, Gourjhamar, Gaurjhamar, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.52694,78.9383135,"https://www.google.com/maps?q=23.52694,78.9383135",Budget
Raja Dhaba,Restaurant,Dhaba,Juab,Madhya Pradesh,470223,,,,,north_indian,"Raja Dhaba, NH44, Ghosipatti, Berkheri, Juab, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5127391,78.9320487,"https://www.google.com/maps?q=23.5127391,78.9320487",Budget
Chourasiya Chat Bhandar,Restaurant,Restaurant,Gaurjhamar,Madhya Pradesh,470223,,,,,multicuisine,"Chourasiya Chat Bhandar, MD1927, Gourjhamar, Gaurjhamar, Deori Tahsil, Sagar, Madhya Pradesh, 470223, India",India,23.5248149,78.9308934,"https://www.google.com/maps?q=23.5248149,78.9308934",Budget
Mailk Dairy Gourjhamar,Restaurant,Restaurant,Gaurjhamar,Madhya Pradesh,470226,,,,,steak_house,"Mailk Dairy Gourjhamar, NH44, Silarpur, Gaurjhamar, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.5041313,78.9451724,"https://www.google.com/maps?q=23.5041313,78.9451724",Budget
Harish Mewat Dhaba,Restaurant,Dhaba,Silari,Madhya Pradesh,470226,,,,,north_indian,"Harish Mewat Dhaba, NH44, Katangi, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4296065,79.0020077,"https://www.google.com/maps?q=23.4296065,79.0020077",Budget
Shiva Dhaba,Restaurant,Dhaba,Silari,Madhya Pradesh,470226,,,,,north_indian,"Shiva Dhaba, NH44, Gopalpura, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4661674,78.9788492,"https://www.google.com/maps?q=23.4661674,78.9788492",Budget
Hotel Jai Shree Ram,Restaurant,Hotel Restaurant,Silari,Madhya Pradesh,470226,,,,,multicuisine,"Hotel Jai Shree Ram, NH44, Gopalpura, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4640367,78.9812431,"https://www.google.com/maps?q=23.4640367,78.9812431",Budget
Punjabi LalitpurSagar Dhaba,Restaurant,Dhaba,Silari,Madhya Pradesh,470226,,,,,north_indian,"Punjabi LalitpurSagar Dhaba, NH44, Semra, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4216203,79.0061734,"https://www.google.com/maps?q=23.4216203,79.0061734",Budget
Mewati Hotel Irfan Jamalgarh,Restaurant,Hotel Restaurant,Silari,Madhya Pradesh,470226,,,,,multicuisine,"Mewati Hotel Irfan Jamalgarh, NH44, Katangi, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4273105,79.0033336,"https://www.google.com/maps?q=23.4273105,79.0033336",Budget
Hotel Jai Shree Ram,Restaurant,Hotel Restaurant,Silari,Madhya Pradesh,470226,,,,,multicuisine,"Hotel Jai Shree Ram, NH44, Semra, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4245373,79.0056687,"https://www.google.com/maps?q=23.4245373,79.0056687",Budget
Pushpdeep Dhaba Veg &......,Restaurant,Dhaba,Silari,Madhya Pradesh,470226,,,,,north_indian,"Pushpdeep Dhaba Veg &......, NH44, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.405956,79.023413,"https://www.google.com/maps?q=23.405956,79.023413",Budget
Shree Ram Resntorent,Restaurant,Restaurant,Silari,Madhya Pradesh,470226,,,,,multicuisine,"Shree Ram Resntorent, NH44, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.4074386,79.018528,"https://www.google.com/maps?q=23.4074386,79.018528",Budget
Patel Dhaba & Restorent,Restaurant,Dhaba,Silari,Madhya Pradesh,470226,,,,,north_indian,"Patel Dhaba & Restorent, NH44, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.404889,79.025036,"https://www.google.com/maps?q=23.404889,79.025036",Budget
Aakit Mewat Dhaba Nosera,Restaurant,Dhaba,Silari,Madhya Pradesh,470227,,,,,north_indian,"Aakit Mewat Dhaba Nosera, NH44, Deori, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470227, India",India,23.4009793,79.0287604,"https://www.google.com/maps?q=23.4009793,79.0287604",Budget
NH  44 Hotel & Restaurant,Restaurant,Hotel Restaurant,Gadguwah,Madhya Pradesh,470227,,,,,indian,"NH  44 Hotel & Restaurant, NH44, Chhor, Gadguwah, Deori Tahsil, Sagar, Madhya Pradesh, 470227, India",India,23.3716439,79.0225675,"https://www.google.com/maps?q=23.3716439,79.0225675",Budget
Sai Dhaba,Restaurant,Dhaba,Silari,Madhya Pradesh,470227,,,,,north_indian,"Sai Dhaba, NH44, Deori, Silari, Deori Tahsil, Sagar, Madhya Pradesh, 470227, India",India,23.3921793,79.0328218,"https://www.google.com/maps?q=23.3921793,79.0328218",Budget
Khttri Dhaba,Restaurant,Dhaba,Gadguwah,Madhya Pradesh,470227,,,,,north_indian,"Khttri Dhaba, NH44, Chhor, Gadguwah, Deori Tahsil, Sagar, Madhya Pradesh, 470227, India",India,23.3700435,79.0235111,"https://www.google.com/maps?q=23.3700435,79.0235111",Budget
Aashirwad Cafe,Restaurant,Cafe,Deori Khas,Madhya Pradesh,470226,,,,,cafe,"Aashirwad Cafe, SH22, Chhor, Deori Khas, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.382656,79.0193181,"https://www.google.com/maps?q=23.382656,79.0193181",Budget
The Guru Caffe Restaurant,Restaurant,Restaurant,Deori Khas,Madhya Pradesh,470226,,,,,indian,"The Guru Caffe Restaurant, SH22, Deori, Deori Khas, Deori Tahsil, Sagar, Madhya Pradesh, 470226, India",India,23.3788817,79.0204542,"https://www.google.com/maps?q=23.3788817,79.0204542",Budget
Babu Bhai,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Babu Bhai, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8048265,78.7514723,"https://www.google.com/maps?q=23.8048265,78.7514723",Budget
Bhoopand Patel,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Bhoopand Patel, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.7992776,78.7469954,"https://www.google.com/maps?q=23.7992776,78.7469954",Budget
Hill Top Veg And Non Veg,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Hill Top Veg And Non Veg, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7952126,78.7486083,"https://www.google.com/maps?q=23.7952126,78.7486083",Budget
Aanad Daily Needs,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Aanad Daily Needs, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7930896,78.7523639,"https://www.google.com/maps?q=23.7930896,78.7523639",Budget
DELICIOUS,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"DELICIOUS, SH20, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7942928,78.7511969,"https://www.google.com/maps?q=23.7942928,78.7511969",Budget
Yadav Dhaba,Restaurant,Dhaba,Sagar,Madhya Pradesh,470001,,,,,north_indian,"Yadav Dhaba, SH20, Menpani, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.7887313,78.7613998,"https://www.google.com/maps?q=23.7887313,78.7613998",Budget
Ghanshyam Rastorant,Restaurant,Restaurant,Talchiri,Madhya Pradesh,470001,,,,,multicuisine,"Ghanshyam Rastorant, SH20, Talchiri, Sagar, Madhya Pradesh, 470001, India",India,23.7564149,78.7591167,"https://www.google.com/maps?q=23.7564149,78.7591167",Budget
Krishna Hotel,Restaurant,Hotel Restaurant,Talchiri,Madhya Pradesh,470001,,,,,multicuisine,"Krishna Hotel, SH20, Talchiri, Sagar, Madhya Pradesh, 470001, India",India,23.756716,78.7593002,"https://www.google.com/maps?q=23.756716,78.7593002",Budget
Lakhan Rajghat,Restaurant,Restaurant,Hinota,Madhya Pradesh,470001,,,,,multicuisine,"Lakhan Rajghat, SH20, Hinota, Sagar, Madhya Pradesh, 470001, India",India,23.7386997,78.7508869,"https://www.google.com/maps?q=23.7386997,78.7508869",Budget
Sothiya,Restaurant,Restaurant,Sothia,Madhya Pradesh,470001,,,,,multicuisine,"Sothiya, SH20, Sothia, Sagar, Madhya Pradesh, 470001, India",India,23.7424239,78.7118649,"https://www.google.com/maps?q=23.7424239,78.7118649",Budget
Samose Ki dukan,Restaurant,Restaurant,Karaia,Madhya Pradesh,470125,,,,,multicuisine,"Samose Ki dukan, SH20, Karaiya, Karaia, Sagar, Madhya Pradesh, 470125, India",India,23.6545999,78.6413661,"https://www.google.com/maps?q=23.6545999,78.6413661",Budget
Chhoti  Gondai Rinku Shukla,Restaurant,Restaurant,Jaisinghnagar,Madhya Pradesh,470125,,,,,multicuisine,"Chhoti  Gondai Rinku Shukla, SH20, Kankarkuia, Jaisinghnagar, Sagar, Madhya Pradesh, 470125, India",India,23.6377026,78.6043038,"https://www.google.com/maps?q=23.6377026,78.6043038",Budget
Narvda Chat Sentar,Restaurant,Restaurant,Jaisinghnagar,Madhya Pradesh,470125,,,,,multicuisine,"Narvda Chat Sentar, SH20, Jaisinghnagar, Sagar, Madhya Pradesh, 470125, India",India,23.6192934,78.5715051,"https://www.google.com/maps?q=23.6192934,78.5715051",Budget
Faiv Star Hotel,Restaurant,Hotel Restaurant,Jaisinghnagar,Madhya Pradesh,470125,,,,,multicuisine,"Faiv Star Hotel, SH20, Jaisinghnagar, Sagar, Madhya Pradesh, 470125, India",India,23.6191169,78.5715373,"https://www.google.com/maps?q=23.6191169,78.5715373",Budget
Yuvraj  Lodhi,Restaurant,Restaurant,Jaisinghnagar,Madhya Pradesh,470125,,,,,multicuisine,"Yuvraj  Lodhi, MD1921, Jaisinghnagar, Jaisinagar Tahsil, Sagar, Madhya Pradesh, 470125, India",India,23.624639,78.5678982,"https://www.google.com/maps?q=23.624639,78.5678982",Budget
Golu Ke Golgppe,Restaurant,Restaurant,Jaisinghnagar,Madhya Pradesh,470125,,,,,multicuisine,"Golu Ke Golgppe, MD1921, Jaisinghnagar, Jaisinagar Tahsil, Sagar, Madhya Pradesh, 470125, India",India,23.6299224,78.5690783,"https://www.google.com/maps?q=23.6299224,78.5690783",Budget
Shree Pure Veg Restaurant,Restaurant,Restaurant,Bijanwada,Madhya Pradesh,461775,,,,,indian,"Shree Pure Veg Restaurant, Pipariya Road, Pipariya, Bijanwada, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7527372,78.3549022,"https://www.google.com/maps?q=22.7527372,78.3549022",Budget
Chandresh Dhaba,Restaurant,Dhaba,Bansa,Madhya Pradesh,470125,,,,,north_indian,"Chandresh Dhaba, MD1921, Sarkhari, Bansa, Jaisinagar Tahsil, Sagar, Madhya Pradesh, 470125, India",India,23.7041984,78.544116,"https://www.google.com/maps?q=23.7041984,78.544116",Budget
The Frypan Restaurant,Restaurant,Restaurant,Pachmarhi,Madhya Pradesh,461881,,,,+919425367878,pizza;coffee_shop;burger;chinese;sandwich;chocolate,"The Frypan Restaurant, Matkuli - Pachmarhi Highway, Pachmarhi Town, Pachmarhi, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461881, India",India,22.4733608,78.4335596,"https://www.google.com/maps?q=22.4733608,78.4335596",Budget
Raja The Dhaba & Faimli  Restorent,Restaurant,Dhaba,Ratona,Madhya Pradesh,470001,,,,,north_indian,"Raja The Dhaba & Faimli  Restorent, NH146, Badona, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.820035,78.6718498,"https://www.google.com/maps?q=23.820035,78.6718498",Budget
Muskran Resntorent,Restaurant,Restaurant,Ratona,Madhya Pradesh,470002,,,,,multicuisine,"Muskran Resntorent, NH146, Badona, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8233237,78.676813,"https://www.google.com/maps?q=23.8233237,78.676813",Budget
Sorabh Dhaba,Restaurant,Dhaba,Ratona,Madhya Pradesh,470002,,,,,north_indian,"Sorabh Dhaba, NH146, Badona, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8233472,78.6784132,"https://www.google.com/maps?q=23.8233472,78.6784132",Budget
Bhavani Resntorent,Restaurant,Restaurant,Ratona,Madhya Pradesh,470001,,,,,multicuisine,"Bhavani Resntorent, NH146, Badona, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8208715,78.6733603,"https://www.google.com/maps?q=23.8208715,78.6733603",Budget
Rochee Dhaba,Restaurant,Dhaba,Ratona,Madhya Pradesh,470002,,,,,north_indian,"Rochee Dhaba, NH146, Badona, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8220365,78.6757814,"https://www.google.com/maps?q=23.8220365,78.6757814",Budget
The Urban Dhaba Pure Veg,Restaurant,Dhaba,Ratona,Madhya Pradesh,470005,,,,,north_indian,"The Urban Dhaba Pure Veg, NH146, Lehdara, Ratona, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470005, India",India,23.8250619,78.6844049,"https://www.google.com/maps?q=23.8250619,78.6844049",Budget
Arihant Sweets And Bakery,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Arihant Sweets And Bakery, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8293702,78.7327547,"https://www.google.com/maps?q=23.8293702,78.7327547",Budget
Food Club & Resturant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,multicuisine,"Food Club & Resturant, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.8191559,78.7266199,"https://www.google.com/maps?q=23.8191559,78.7266199",Budget
Akash Ege Shop,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Akash Ege Shop, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8236783,78.7251019,"https://www.google.com/maps?q=23.8236783,78.7251019",Budget
Hahe Krsna Resntorent,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Hahe Krsna Resntorent, Jyotesh Pandey Sagar Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8192562,78.7265576,"https://www.google.com/maps?q=23.8192562,78.7265576",Budget
